id_intervallo,Start,End,Latitude_inizio,Latitude_fine,Longitude_inizio,Longitude_fine,Velocità,"LF[315,1000]_mean","LF[315,1000]_max",classe_acustica,Longitudinal,Transverse,Alligator,Pothole,Manhole,Longitudinal_sx,Transverse_sx,Alligator_sx,Pothole_sx,Manhole_sx,Longitudinal_dx,Transverse_dx,Alligator_dx,Pothole_dx,Manhole_dx,Longitudinal_both,Transverse_both,Alligator_both,Pothole_both,Manhole_both,indice_finale
60,2025-07-31 09:20:12.328559872,2025-07-31 09:20:13.466667520,43.68874487930607,43.68890688901669,10.433907879848384,10.434016000084709,17.48773970699532,-36.822996942541806,-35.31316252365326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2025-07-31 09:20:13.466667520,2025-07-31 09:20:14.588973568,43.68890688901669,43.68906873449742,10.434016000084709,10.434124582398631,17.710576943238745,-40.624334437683615,-38.88900805725756,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2025-07-31 09:20:14.588973568,2025-07-31 09:20:15.696390656,43.68906873449742,43.68923047061344,10.434124582398631,10.434233478403709,17.954982553901615,-40.34053779742841,-39.08100416593764,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2025-07-31 09:20:15.696390656,2025-07-31 09:20:16.790209024,43.68923047061344,43.68939221435616,10.434233478403709,10.4343423542476,18.185559754449827,-41.20155415599341,-40.502825138328696,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2025-07-31 09:20:16.790209024,2025-07-31 09:20:17.880299264,43.68939221435616,43.6895539110551,10.4343423542476,10.43445136325812,18.32347344319668,-42.52178981522231,-40.0978673376521,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2025-07-31 09:20:17.880299264,2025-07-31 09:20:18.924908800,43.6895539110551,43.68971502753672,10.43445136325812,10.434561990276164,18.764324848789748,-41.5581253983263,-40.33494314975037,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2025-07-31 09:20:18.924908800,2025-07-31 09:20:19.926582528,43.68971502753672,43.68987800847522,10.434561990276164,10.434667291162642,19.57466315569002,-42.02807443059584,-41.166209118134425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2025-07-31 09:20:19.926582528,2025-07-31 09:20:20.922300160,43.68987800847522,43.69004371667409,10.434667291162642,10.434764155670974,20.026769078760463,-42.5769990056332,-41.37429521231873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2025-07-31 09:20:20.922300160,2025-07-31 09:20:21.935214592,43.69004371667409,43.690210977055806,10.434764155670974,10.434855835969834,19.91314618792917,-36.313067636291045,-34.436932153958566,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2025-07-31 09:20:21.935214592,2025-07-31 09:20:22.950446080,43.690210977055806,43.6903800743565,10.434855835969834,10.43494087051159,19.72011297416187,-36.7360872650302,-33.66218311214655,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2025-07-31 09:20:22.950446080,2025-07-31 09:20:23.967837696,43.6903800743565,43.69055125266986,10.43494087051159,10.435017587823204,19.678548183120824,-41.26587300446932,-39.056762462863325,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2025-07-31 09:20:23.967837696,2025-07-31 09:20:24.984382208,43.69055125266986,43.69072401165749,10.435017587823204,10.435087266123764,19.666102771029923,-40.3321041929936,-37.88070094652689,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2025-07-31 09:20:24.984382208,2025-07-31 09:20:25.999095552,43.69072401165749,43.69089817808712,10.435087266123764,10.435149944231942,19.69265553448158,-41.25061765540256,-38.11837936554839,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2025-07-31 09:20:25.999095552,2025-07-31 09:20:27.015436032,43.69089817808712,43.69107439370092,10.435149944231942,10.43520056598824,19.694486094376163,-39.62753022102843,-37.9401150356724,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2025-07-31 09:20:27.015436032,2025-07-31 09:20:28.023453696,43.69107439370092,43.69125243771983,10.43520056598824,10.435236862113642,19.759654345538635,-41.632108268054544,-40.80298673418685,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2025-07-31 09:20:29,2025-07-31 09:20:30.009093888,43.69142333333333,43.69160327325118,10.435245,10.43523821208167,19.819748209174183,-38.83017251740163,-36.81589955556319,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2025-07-31 09:20:30.009093888,2025-07-31 09:20:31.026482176,43.69160327325118,43.69178301184963,10.43523821208167,10.435224646904432,19.73896302629862,-43.10400664345643,-41.29815226491907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2025-07-31 09:20:31.026482176,2025-07-31 09:20:32.044286976,43.69178301184963,43.691962750222274,10.435224646904432,10.43521107617354,19.65408379124498,-44.11165739338416,-43.08461519630601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2025-07-31 09:20:32.044286976,2025-07-31 09:20:33.072045312,43.691962750222274,43.69214248784848,10.43521107617354,10.435197492805072,19.55472232311604,-43.26118583771098,-41.77842367872225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2025-07-31 09:20:33.072045312,2025-07-31 09:20:34.109316096,43.69214248784848,43.69232228145007,10.435197492805072,10.435185391312658,19.37041165031216,-46.20133508838181,-38.891909534903824,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2025-07-31 09:20:34.109316096,2025-07-31 09:20:35.147951616,43.69232228145007,43.69250206502864,10.435185391312658,10.43517302731169,19.26821090714004,-45.37675429279773,-44.186304909766456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2025-07-31 09:20:35.147951616,2025-07-31 09:20:36.198869760,43.69250206502864,43.69268180972837,10.43517302731169,10.435159677969931,19.14117011947912,-44.91236028247437,-43.82822119753922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2025-07-31 09:20:36.198869760,2025-07-31 09:20:37.267231488,43.69268180972837,43.69286165061281,10.435159677969931,10.435148994353035,18.873769385597164,-46.46841251836423,-45.219438369701656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2025-07-31 09:20:37.267231488,2025-07-31 09:20:38.335592960,43.69286165061281,43.69304149149257,10.435148994353035,10.435138310736416,18.720252197134823,-45.44417876327847,-44.03758308431901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2025-07-31 09:20:38.335592960,2025-07-31 09:20:39.400001536,43.69304149149257,43.693221333598025,10.435138310736416,10.435127666651098,18.757254223502272,-50.8072709051071,-49.01777614235816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2025-07-31 09:20:39.400001536,2025-07-31 09:20:40.453324544,43.693221333598025,43.69340115403614,10.435127666651098,10.43511637788104,18.89308611422957,-50.07354195027437,-49.07151361076486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2025-07-31 09:20:40.453324544,2025-07-31 09:20:41.486653184,43.69340115403614,43.69358097538045,10.43511637788104,10.435105133469031,19.17772955173256,-50.39572756849375,-49.460004370937824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2025-07-31 09:20:41.486653184,2025-07-31 09:20:42.495230976,43.69358097538045,43.69376080825253,10.435105133469031,10.43509422230462,19.59751328974996,-45.21721452934732,-43.87439469056063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2025-07-31 09:20:42.495230976,2025-07-31 09:20:43.485204992,43.69376080825253,43.6939406209049,10.43509422230462,10.435082672609084,20.01610925206026,-44.884280796767605,-43.12142913468886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2025-07-31 09:20:43.485204992,2025-07-31 09:20:44.461959424,43.6939406209049,43.69412046248604,10.435082672609084,10.435072047072827,20.33736957558421,-43.16238787488009,-41.90846889916867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2025-07-31 09:20:44.461959424,2025-07-31 09:20:45.434227200,43.69412046248604,43.69430033203315,10.435072047072827,10.435062324394604,20.522234048277767,-44.472431596576655,-42.40178121429353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2025-07-31 09:20:45.434227200,2025-07-31 09:20:46.410425344,43.69430033203315,43.6944802446618,10.435062324394604,10.435054614539526,20.53003868739905,-44.797206957703374,-44.32401078072482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2025-07-31 09:20:46.410425344,2025-07-31 09:20:47.392136704,43.6944802446618,43.694660225071615,10.435054614539526,10.435052973789182,20.431108705559613,-45.45235787976288,-44.328003691975496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2025-07-31 09:20:47.392136704,2025-07-31 09:20:48.366889984,43.694660225071615,43.69484015281097,10.435052973789182,10.43505928038402,20.443455361622025,-48.3990228586542,-47.29990635406882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2025-07-31 09:20:48.366889984,2025-07-31 09:20:49.326827520,43.69484015281097,43.69501988582593,10.43505928038402,10.435072658502229,20.673027055098185,-45.07576171101429,-41.56349009903786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2025-07-31 09:20:49.326827520,2025-07-31 09:20:50.274483712,43.69501988582593,43.695199276036064,10.435072658502229,10.435092777037216,20.96488464590957,-48.073600230248246,-47.114118871805424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2025-07-31 09:20:50.274483712,2025-07-31 09:20:51.207132160,43.695199276036064,43.695378033678914,10.435092777037216,10.435121618622846,21.27026126093463,-47.49323698851109,-46.54127946622992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2025-07-31 09:20:51.207132160,2025-07-31 09:20:52.132788224,43.695378033678914,43.6955558937268,10.435121618622846,10.435159751436556,21.52186446503137,-46.70727449739695,-45.44384396853105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2025-07-31 09:20:52.132788224,2025-07-31 09:20:53.041772800,43.6955558937268,43.695733006441245,10.435159751436556,10.435204033788423,21.80239150971129,-45.285933470456776,-44.65442165127273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2025-07-31 09:20:53.041772800,2025-07-31 09:20:53.960053248,43.695733006441245,43.69590901022459,10.435204033788423,10.43525606968959,21.89635789030973,-45.91492893219123,-43.834232235239966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2025-07-31 09:20:53.960053248,2025-07-31 09:20:54.891968256,43.69590901022459,43.69608465402772,10.43525606968959,10.435310364816846,21.63602129125401,-45.859683649338734,-45.314359371453314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2025-07-31 09:20:54.891968256,2025-07-31 09:20:55.823357184,43.69608465402772,43.69626006558677,10.435310364816846,10.43536606809254,21.477189852418604,-44.67466355360701,-43.38171983869551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2025-07-31 09:20:55.823357184,2025-07-31 09:20:56.766353152,43.69626006558677,43.696435108665774,10.43536606809254,10.435423925110817,21.347879630669844,-44.45039770931003,-43.54451010955477,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
103,2025-07-31 09:20:56.766353152,2025-07-31 09:20:57.718212864,43.696435108665774,43.69661000569558,10.435423925110817,10.43548262312791,21.12114811337311,-44.128052276050745,-43.29771534577888,0,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2
104,2025-07-31 09:20:57.718212864,2025-07-31 09:20:58.674073600,43.69661000569558,43.69678524684363,10.43548262312791,10.4355393209654,20.971758172046464,-45.86090690682965,-45.52381424451632,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
105,2025-07-31 09:20:59,2025-07-31 09:20:59.963588352,43.696845,43.69702005187608,10.435558333333333,10.435616148631857,20.0,-47.3395809499469,-46.40036654897657,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2025-07-31 09:20:59.963588352,2025-07-31 09:21:00.936708352,43.69702005187608,43.69719527416038,10.435616148631857,10.43567297465074,20.278957414234235,-41.6803357386413,-36.90154391117741,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2025-07-31 09:21:00.936708352,2025-07-31 09:21:01.916841984,43.69719527416038,43.69737017016711,10.43567297465074,10.435731677190184,20.483028866549844,-44.54168726239191,-43.71807366746268,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,2025-07-31 09:21:01.916841984,2025-07-31 09:21:02.906844672,43.69737017016711,43.69754520920443,10.435731677190184,10.43578956593228,20.306024865552896,-45.37152885850955,-43.772503627430495,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
109,2025-07-31 09:21:02.906844672,2025-07-31 09:21:03.915471872,43.69754520920443,43.697720348443376,10.43578956593228,10.435846876734692,20.01488650181884,-45.20368950940904,-43.44047662829987,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
110,2025-07-31 09:21:03.915471872,2025-07-31 09:21:04.946092544,43.697720348443376,43.69789583571837,10.435846876734692,10.435902124931252,19.609898967663195,-45.30827817866085,-44.10001319681772,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,2025-07-31 09:21:04.946092544,2025-07-31 09:21:05.986187776,43.69789583571837,43.698071008275775,10.435902124931252,10.435959240327728,19.30861857328194,-44.12102508698298,-43.04269198709786,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
112,2025-07-31 09:21:05.986187776,2025-07-31 09:21:07.039278848,43.698071008275775,43.69824635006558,10.435959240327728,10.436015362735734,19.10555899747232,-46.53101900981336,-44.70714027351215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2025-07-31 09:21:07.039278848,2025-07-31 09:21:08.125176064,43.69824635006558,43.69842169483919,10.436015362735734,10.43607146743071,18.70198724507984,-46.64549978794113,-45.381442913598605,0,4,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
114,2025-07-31 09:21:08.125176064,2025-07-31 09:21:09.226134528,43.69842169483919,43.69859709441838,10.43607146743071,10.436127219613986,18.28641097830149,-43.61106155403014,-41.67063131929544,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
115,2025-07-31 09:21:09.226134528,2025-07-31 09:21:10.357017088,43.69859709441838,43.69877307593778,10.436127219613986,10.43617939909768,17.912919044769907,-45.37214107509138,-43.64846366981829,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
116,2025-07-31 09:21:10.357017088,2025-07-31 09:21:11.509624576,43.69877307593778,43.698949809119306,10.43617939909768,10.43622617019752,17.505511490976627,-45.60754499786814,-44.00563957051632,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
117,2025-07-31 09:21:11.509624576,2025-07-31 09:21:12.678146816,43.698949809119306,43.69912785224809,10.43622617019752,10.43626254748957,17.21587388330194,-46.578361903367146,-44.95013573019559,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2025-07-31 09:21:12.678146816,2025-07-31 09:21:13.858771456,43.69912785224809,43.69930691366621,10.43626254748957,10.43628741080947,17.009170666632798,-47.56565928366618,-45.20436164994446,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2025-07-31 09:21:13.858771456,2025-07-31 09:21:15.058100736,43.69930691366621,43.69948666110002,10.43628741080947,10.436300290503487,16.785003333477817,-51.007773611879855,-49.86547933534301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,2025-07-31 09:21:15.058100736,2025-07-31 09:21:16.333028608,43.69948666110002,43.69966662553693,10.436300290503487,10.436305,16.130935087130954,-50.50641731932688,-48.903522282632295,0,2,1,1,0,0,0,2,5,0,0,1,1,0,0,0,0,0,0,0,0,2
121,2025-07-31 09:21:16.333028608,2025-07-31 09:21:17.749378816,43.69966662553693,43.69984659212006,10.436305,10.436301253106109,14.687658157104307,-49.28286337590335,-43.975643737874286,2,6,5,0,0,0,9,5,1,0,0,1,5,1,0,0,0,5,0,0,0,3
122,2025-07-31 09:21:17.749378816,2025-07-31 09:21:19.525566976,43.69984659212006,43.70002633985133,10.436301253106109,10.436288162887475,12.1352525500156,-45.211698741622094,-41.888664875059945,2,14,7,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,2025-07-31 09:21:19.525566976,2025-07-31 09:21:22.247169280,43.70002633985133,43.70020318235639,10.436288162887475,10.436314062870018,8.510443120625414,-50.01851130236113,-45.12583017767567,2,10,5,0,0,0,2,5,1,0,0,0,6,0,0,0,0,0,0,0,0,3
124,2025-07-31 09:21:22.247169280,2025-07-31 09:21:25.068909056,43.70020318235639,43.70035769757029,10.436314062870018,10.436440630300153,6.959127155480099,-55.52668504525979,-53.77891265436796,1,17,8,0,0,0,9,10,0,0,0,1,4,0,0,0,0,0,0,0,0,1
125,2025-07-31 09:21:25.068909056,2025-07-31 09:21:27.955415296,43.70035769757029,43.70053247352936,10.436440630300153,10.436467261130348,6.911069053389612,-53.03002965605292,-51.260872760926254,2,10,11,1,0,0,12,13,2,0,0,4,6,0,0,0,0,0,0,0,0,3
126,2025-07-31 09:21:29,2025-07-31 09:21:31.896690432,43.70058333333333,43.70072782349547,10.436436666666667,10.436288843171193,7.298880931131775,-57.12856745964073,-52.804613027361626,2,17,23,0,0,0,14,14,1,0,0,6,10,0,0,0,0,1,0,0,0,3
127,2025-07-31 09:21:31.896690432,2025-07-31 09:21:34.366851840,43.70072782349547,43.700894348145496,10.436288843171193,10.43619994104999,7.893560464384988,-54.59257873056764,-52.39328779607944,1,18,18,0,0,1,13,11,1,0,0,3,12,0,0,0,0,0,0,0,0,3
128,2025-07-31 09:21:34.366851840,2025-07-31 09:21:36.472267520,43.700894348145496,43.70107329118625,10.43619994104999,10.436175184883426,9.15345484291905,-52.02059908069222,-48.795783747378,2,15,11,0,0,0,1,9,0,0,0,1,8,0,0,0,0,4,0,0,0,1
129,2025-07-31 09:21:36.472267520,2025-07-31 09:21:38.400599808,43.70107329118625,43.70125305698403,10.436175184883426,10.436162329334454,10.138300129968748,-50.316131339861855,-46.18539831118297,2,15,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,1
130,2025-07-31 09:21:38.400599808,2025-07-31 09:21:40.287927552,43.70125305698403,43.70143283298524,10.436162329334454,10.436149747150443,10.539980227591323,-50.07911771967914,-48.27759190990306,2,9,2,0,1,1,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,3
131,2025-07-31 09:21:40.287927552,2025-07-31 09:21:42.125358592,43.70143283298524,43.70161253585828,10.436149747150443,10.43613541308084,10.796206255650194,-51.0198863789637,-49.127469144758976,1,6,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
132,2025-07-31 09:21:42.125358592,2025-07-31 09:21:43.953105920,43.70161253585828,43.70179213356442,10.43613541308084,10.436118724118009,10.874703910418264,-50.927929616399375,-48.24621744162166,1,7,6,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
133,2025-07-31 09:21:43.953105920,2025-07-31 09:21:46.398713856,43.70179213356442,43.70197160236446,10.436118724118009,10.436099673096887,8.791395297546334,-52.28604352603133,-49.84805460087452,2,10,3,1,1,1,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,3
134,2025-07-31 09:21:46.398713856,2025-07-31 09:21:49.990602496,43.70197160236446,43.70215113414729,10.436099673096887,10.43608171365367,6.552001387003181,-58.767532201303474,-53.1429037752909,2,5,9,0,0,0,1,5,0,0,0,1,4,0,0,0,0,1,0,0,0,1
135,2025-07-31 09:21:49.990602496,2025-07-31 09:21:52.410249216,43.70215113414729,43.70232948660232,10.43608171365367,10.436050128349418,7.545960354016908,-55.09980711016664,-50.914634741111335,2,4,8,0,1,0,0,11,0,0,0,1,8,2,0,0,0,5,0,0,0,2
136,2025-07-31 09:21:52.410249216,2025-07-31 09:21:54.461382144,43.70232948660232,43.702507164644594,10.436050128349418,10.436010643629604,9.479783385706863,-52.78237084153742,-48.29322135079269,2,3,6,2,2,1,8,9,3,1,0,0,10,2,0,0,0,1,2,0,0,3
137,2025-07-31 09:21:54.461382144,2025-07-31 09:21:56.296749824,43.702507164644594,43.702686341651855,10.436010643629604,10.435987527084569,10.591365290326234,-49.45285856689382,-42.638046554612814,2,3,2,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
138,2025-07-31 09:21:56.296749824,2025-07-31 09:21:58.078237696,43.702686341651855,43.70286602669442,10.435987527084569,10.435972681353578,11.150850025607664,-52.20485234872523,-45.02931807591356,2,5,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
139,2025-07-31 09:21:59,2025-07-31 09:22:00.871921664,43.702956666666665,43.703136379363805,10.435965,10.435950853854964,10.455860470872246,-49.83360938320996,-45.28701096371002,2,4,5,4,0,0,0,7,0,0,0,0,3,0,0,0,0,1,0,0,0,2
140,2025-07-31 09:22:00.871921664,2025-07-31 09:22:03.015363072,43.703136379363805,43.703316152236255,10.435950853854964,10.435938230912331,9.5814791318286,-49.52973659733179,-46.2463462042555,2,1,0,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,3
141,2025-07-31 09:22:03.015363072,2025-07-31 09:22:05.330201600,43.703316152236255,43.70349585013711,10.435938230912331,10.43592391498629,8.80407796811065,-52.78232144487982,-49.96662629745651,2,1,0,3,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3
142,2025-07-31 09:22:05.330201600,2025-07-31 09:22:07.304597760,43.70349585013711,43.70367545978115,10.43592391498629,10.435907461684904,9.758951960218427,-57.46278545280138,-53.60813723765102,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
143,2025-07-31 09:22:07.304597760,2025-07-31 09:22:09.015553792,43.70367545978115,43.70385509611002,10.435907461684904,10.435891562973922,11.344368605042533,-54.04308101629234,-50.479622033040165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
144,2025-07-31 09:22:09.015553792,2025-07-31 09:22:10.576400384,43.70385509611002,43.70403487403518,10.435891562973922,10.435879235997026,12.501624631591357,-52.15169309013054,-50.33796415671338,0,2,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
145,2025-07-31 09:22:10.576400384,2025-07-31 09:22:12.094739968,43.70403487403518,43.70421454422922,10.435879235997026,10.435864052600348,13.05182050933094,-49.866502804217504,-48.30695289815662,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
146,2025-07-31 09:22:12.094739968,2025-07-31 09:22:13.630780672,43.70421454422922,43.70439420643271,10.435864052600348,10.435848692194256,13.055702199991917,-48.574937925767706,-46.07833469824651,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
147,2025-07-31 09:22:13.630780672,2025-07-31 09:22:15.209693952,43.70439420643271,43.7045737653124,10.435848692194256,10.435831236394002,12.782151982033904,-49.14176110020768,-46.46502815697831,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,2025-07-31 09:22:15.209693952,2025-07-31 09:22:16.794166528,43.7045737653124,43.70475333887752,10.435831236394002,10.435814068056724,12.62520078425533,-49.33167642673422,-46.351902258949735,1,0,0,3,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2
149,2025-07-31 09:22:16.794166528,2025-07-31 09:22:18.383668224,43.70475333887752,43.704932842947215,10.435814068056724,10.435795523871183,12.590752100863853,-50.05311197053748,-49.09938255001652,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
150,2025-07-31 09:22:18.383668224,2025-07-31 09:22:20.038430464,43.704932842947215,43.70511230449198,10.435795523871183,10.435776218310046,12.21535272097566,-49.89326087575619,-47.15168755903648,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
151,2025-07-31 09:22:20.038430464,2025-07-31 09:22:21.787956480,43.70511230449198,43.70529177556728,10.435776218310046,10.435757120436003,11.62014745809456,-50.55158314167891,-48.89327808570408,1,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
152,2025-07-31 09:22:21.787956480,2025-07-31 09:22:23.627586816,43.70529177556728,43.70547128742457,10.435757120436003,10.435738724130749,11.044630011789751,-50.94565409722418,-48.20800904249584,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153,2025-07-31 09:22:23.627586816,2025-07-31 09:22:25.605129216,43.70547128742457,43.70565077785675,10.435738724130749,10.435719957257364,10.29935572845944,-52.489244761729616,-50.03570818901963,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
154,2025-07-31 09:22:25.605129216,2025-07-31 09:22:27.827697152,43.70565077785675,43.70583041062734,10.435719957257364,10.435704194847066,9.190050241342211,-53.247084889887816,-50.968205271417794,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
155,2025-07-31 09:22:29,2025-07-31 09:22:36.572564480,43.70590333333333,43.70608311795381,10.435701666666668,10.435709287607262,2.309992891199922,-70.90370099962558,-55.34425474386958,-1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
156,2025-07-31 09:22:36.572564480,2025-07-31 09:22:47.056188928,43.70608311795381,43.70626039359856,10.435709287607262,10.435748895223847,3.220121947789109,-79.98814681072092,-67.3522963341408,-1,0,0,3,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,3
157,2025-07-31 09:22:47.056188928,2025-07-31 09:22:51.317804544,43.70626039359856,43.70643543819372,10.435748895223847,10.435806433733726,4.6198328903220105,-66.46971511541116,-61.77097887351167,-1,1,0,3,0,0,0,0,2,1,0,0,0,3,0,0,0,1,0,0,0,3
158,2025-07-31 09:22:51.317804544,2025-07-31 09:22:58.283638016,43.70643543819372,43.70660870916503,10.435806433733726,10.43587306063162,4.913099605308398,-74.28776664625687,-62.03985899358869,-1,0,2,3,0,1,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,2
159,2025-07-31 09:22:59,2025-07-31 09:23:01.746297600,43.70664333333333,43.70682141984273,10.435885,10.43590253702359,7.491529847150039,-58.75683310864199,-54.553554476381805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
