Start,End,Latitude_inizio,Latitude_fine,Longitude_inizio,Longitude_fine,Velocità
2025-07-31 09:23:59,2025-07-31 09:24:01.479791616,43.70851833333333,43.70859845937232,10.430523333333332,10.430301153826973,8.640837024081401
2025-07-31 09:24:01.479791616,2025-07-31 09:24:03.561671424,43.70859845937232,43.708679339096776,10.430301153826973,10.430079471662523,9.363542878601418
2025-07-31 09:24:03.561671424,2025-07-31 09:24:05.360342016,43.708679339096776,43.70876074986699,10.430079471662523,10.429858155530171,10.723122374269996
2025-07-31 09:24:05.360342016,2025-07-31 09:24:07.027703552,43.70876074986699,43.70884138518351,10.429858155530171,10.429636306177308,11.74635194991423
2025-07-31 09:24:07.027703552,2025-07-31 09:24:08.704667392,43.70884138518351,43.70892288447449,10.429636306177308,10.429415059916298,11.971634409395556
2025-07-31 09:24:08.704667392,2025-07-31 09:24:10.499963648,43.70892288447449,43.70900249848432,10.429415059916298,10.429192504304536,11.367441661234864
2025-07-31 09:24:10.499963648,2025-07-31 09:24:12.483455232,43.70900249848432,43.709081060026044,10.429192504304536,10.428969237198139,10.356085547166572
2025-07-31 09:24:12.483455232,2025-07-31 09:24:14.925842176,43.709081060026044,43.70915956552951,10.428969237198139,10.428745932622562,8.530849652601033
2025-07-31 09:24:14.925842176,2025-07-31 09:24:18.444063744,43.70915956552951,43.70924128804927,10.428745932622562,10.428524836383964,6.251437574638748
2025-07-31 09:24:18.444063744,2025-07-31 09:24:22.704304128,43.70924128804927,43.70932624557616,10.428524836383964,10.428306146819967,4.701368494410294
2025-07-31 09:24:22.704304128,2025-07-31 09:24:27.042286848,43.70932624557616,43.70945023624323,10.428306146819967,10.428129904713057,4.843327290988174
