Start,End,Latitude_inizio,Latitude_fine,Longitude_inizio,Longitude_fine,Velocità
2025-07-31 09:21:29,2025-07-31 09:21:31.896690432,43.70058333333333,43.70072782349547,10.436436666666667,10.436288843171193,7.298880931131775
2025-07-31 09:21:31.896690432,2025-07-31 09:21:34.366851840,43.70072782349547,43.700894348145496,10.436288843171193,10.43619994104999,7.893560464384988
2025-07-31 09:21:34.366851840,2025-07-31 09:21:36.472267520,43.700894348145496,43.70107329118625,10.43619994104999,10.436175184883426,9.15345484291905
2025-07-31 09:21:36.472267520,2025-07-31 09:21:38.400599808,43.70107329118625,43.70125305698403,10.436175184883426,10.436162329334454,10.138300129968748
2025-07-31 09:21:38.400599808,2025-07-31 09:21:40.287927552,43.70125305698403,43.70143283298524,10.436162329334454,10.436149747150443,10.539980227591325
2025-07-31 09:21:40.287927552,2025-07-31 09:21:42.125358592,43.70143283298524,43.70161253585828,10.436149747150443,10.436135413080839,10.796206255650194
2025-07-31 09:21:42.125358592,2025-07-31 09:21:43.953105920,43.70161253585828,43.70179213356442,10.436135413080839,10.436118724118009,10.874703910418265
2025-07-31 09:21:43.953105920,2025-07-31 09:21:46.398713856,43.70179213356442,43.70197160236446,10.436118724118009,10.436099673096887,8.791395297546334
2025-07-31 09:21:46.398713856,2025-07-31 09:21:49.990602496,43.70197160236446,43.70215113414729,10.436099673096887,10.43608171365367,6.552001387003181
2025-07-31 09:21:49.990602496,2025-07-31 09:21:52.410249216,43.70215113414729,43.70232948660232,10.43608171365367,10.436050128349418,7.545960354016908
2025-07-31 09:21:52.410249216,2025-07-31 09:21:54.461382144,43.70232948660232,43.702507164644594,10.436050128349418,10.436010643629603,9.479783385706863
2025-07-31 09:21:54.461382144,2025-07-31 09:21:56.296749824,43.702507164644594,43.702686341651855,10.436010643629603,10.435987527084569,10.591365290326234
2025-07-31 09:21:56.296749824,2025-07-31 09:21:58.078237696,43.702686341651855,43.70286602669442,10.435987527084569,10.435972681353578,11.150850025607664
