Start,End,Latitude_inizio,Latitude_fine,Longitude_inizio,Longitude_fine,Velocità
2025-07-31 09:18:59,2025-07-31 09:19:00.410698496,43.68320833333333,43.68328660625462,10.434075,10.433851639386608,14.187047915582664
2025-07-31 09:19:00.410698496,2025-07-31 09:19:01.815713280,43.68328660625462,43.683366223751364,10.433851639386608,10.433629178733929,14.210886210869678
2025-07-31 09:19:01.815713280,2025-07-31 09:19:03.216059648,43.683366223751364,43.68344391005252,10.433629178733929,10.433405430439935,14.263587950052688
2025-07-31 09:19:03.216059648,2025-07-31 09:19:04.609268992,43.68344391005252,43.683522858575095,10.433405430439935,10.433182516964443,14.323897606726874
2025-07-31 09:19:04.609268992,2025-07-31 09:19:05.999602432,43.683522858575095,43.683599978129735,10.433182516964443,10.432958397618647,14.375987755128325
2025-07-31 09:19:05.999602432,2025-07-31 09:19:07.381181952,43.683599978129735,43.68367826698173,10.432958397618647,10.432735042238388,14.436418158022352
2025-07-31 09:19:07.381181952,2025-07-31 09:19:08.769184256,43.68367826698173,43.68375692044406,10.432735042238388,10.432511930510895,14.429703462118507
2025-07-31 09:19:08.769184256,2025-07-31 09:19:10.175212288,43.68375692044406,43.683836595363765,10.432511930510895,10.432289508759899,14.287845541260886
2025-07-31 09:19:10.175212288,2025-07-31 09:19:11.643403776,43.683836595363765,43.683916575858106,10.432289508759899,10.43206730078989,13.820290149745002
2025-07-31 09:19:11.643403776,2025-07-31 09:19:13.255867392,43.683916575858106,43.68399527380593,10.43206730078989,10.431844217697336,12.8119686554272
2025-07-31 09:19:13.255867392,2025-07-31 09:19:14.988215296,43.68399527380593,43.6840744696897,10.431844217697336,10.431621473084181,11.717357046673609
2025-07-31 09:19:14.988215296,2025-07-31 09:19:16.998692608,43.6840744696897,43.68415328539703,10.431621473084181,10.431398468426547,10.267537277872592
2025-07-31 09:19:16.998692608,2025-07-31 09:19:24.473144576,43.68415328539703,43.684252885744364,10.431398468426547,10.431205447588965,5.420469859777187
2025-07-31 09:19:24.473144576,2025-07-31 09:19:28.838718976,43.684252885744364,43.6844127962091,10.431205447588965,10.43109317176473,3.9682097251963584
