Start,End,Latitude_inizio,Latitude_fine,Longitude_inizio,Longitude_fine,Velocità
2025-07-31 09:21:59,2025-07-31 09:22:00.871921664,43.702956666666665,43.703136379363805,10.435965,10.435950853854965,10.455860470872246
2025-07-31 09:22:00.871921664,2025-07-31 09:22:03.015363072,43.703136379363805,43.703316152236255,10.435950853854965,10.435938230912333,9.581479131828601
2025-07-31 09:22:03.015363072,2025-07-31 09:22:05.330201600,43.703316152236255,43.70349585013711,10.435938230912333,10.43592391498629,8.80407796811065
2025-07-31 09:22:05.330201600,2025-07-31 09:22:07.304597760,43.70349585013711,43.70367545978115,10.43592391498629,10.435907461684904,9.758951960218429
2025-07-31 09:22:07.304597760,2025-07-31 09:22:09.015553792,43.70367545978115,43.70385509611002,10.435907461684904,10.435891562973922,11.344368605042533
2025-07-31 09:22:09.015553792,2025-07-31 09:22:10.576400384,43.70385509611002,43.70403487403518,10.435891562973922,10.435879235997026,12.501624631591355
2025-07-31 09:22:10.576400384,2025-07-31 09:22:12.094739968,43.70403487403518,43.704214544229224,10.435879235997026,10.435864052600348,13.05182050933094
2025-07-31 09:22:12.094739968,2025-07-31 09:22:13.630780672,43.704214544229224,43.70439420643271,10.435864052600348,10.435848692194257,13.055702199991915
2025-07-31 09:22:13.630780672,2025-07-31 09:22:15.209693952,43.70439420643271,43.704573765312404,10.435848692194257,10.435831236394002,12.782151982033904
2025-07-31 09:22:15.209693952,2025-07-31 09:22:16.794166528,43.704573765312404,43.70475333887752,10.435831236394002,10.435814068056725,12.62520078425533
2025-07-31 09:22:16.794166528,2025-07-31 09:22:18.383668224,43.70475333887752,43.704932842947215,10.435814068056725,10.435795523871185,12.590752100863853
2025-07-31 09:22:18.383668224,2025-07-31 09:22:20.038430464,43.704932842947215,43.70511230449198,10.435795523871185,10.435776218310046,12.215352720975659
2025-07-31 09:22:20.038430464,2025-07-31 09:22:21.787956480,43.70511230449198,43.70529177556728,10.435776218310046,10.435757120436005,11.620147458094559
2025-07-31 09:22:21.787956480,2025-07-31 09:22:23.627586816,43.70529177556728,43.70547128742457,10.435757120436005,10.435738724130747,11.044630011789753
2025-07-31 09:22:23.627586816,2025-07-31 09:22:25.605129216,43.70547128742457,43.70565077785675,10.435738724130747,10.435719957257364,10.29935572845944
2025-07-31 09:22:25.605129216,2025-07-31 09:22:27.827697152,43.70565077785675,43.70583041062734,10.435719957257364,10.435704194847066,9.190050241342213
