Start,End,Latitude_inizio,Latitude_fine,Longitude_inizio,Longitude_fine,Velocità
2025-07-31 09:18:29,2025-07-31 09:18:31.081721600,43.68372166666666,43.683558326062034,10.436735,10.436630777712713,9.778380133748502
2025-07-31 09:18:31.081721600,2025-07-31 09:18:33.051175680,43.683558326062034,43.68339539417999,10.436630777712713,10.43652534807962,10.042313635678617
2025-07-31 09:18:33.051175680,2025-07-31 09:18:34.827365376,43.68339539417999,43.6832327792365,10.43652534807962,10.4364189791384,10.864476602117728
2025-07-31 09:18:34.827365376,2025-07-31 09:18:36.589478400,43.6832327792365,43.68307096447932,10.4364189791384,10.436310315498215,11.378192875491939
2025-07-31 09:18:36.589478400,2025-07-31 09:18:38.395545600,43.68307096447932,43.68290905271735,10.436310315498215,10.436201926508478,11.14354182143392
2025-07-31 09:18:38.395545600,2025-07-31 09:18:40.405628416,43.68290905271735,43.68274660600463,10.436201926508478,10.436095080050592,10.201378589595986
2025-07-31 09:18:40.405628416,2025-07-31 09:18:43.845473536,43.68274660600463,43.68259693895218,10.436095080050592,10.435962590183344,6.801313931783627
2025-07-31 09:18:43.845473536,2025-07-31 09:18:47.158266112,43.68259693895218,43.68261246975677,10.435962590183344,10.435725576280463,6.018890359713719
2025-07-31 09:18:47.158266112,2025-07-31 09:18:49.261117952,43.68261246975677,43.682692981775254,10.435725576280463,10.435503739972404,8.836540147455015
2025-07-31 09:18:49.261117952,2025-07-31 09:18:51.090516480,43.682692981775254,43.68277452582289,10.435503739972404,10.435282629417422,10.569107080809282
2025-07-31 09:18:51.090516480,2025-07-31 09:18:52.673802496,43.68277452582289,43.68285481313072,10.435282629417422,10.435060631966453,12.075702204014364
2025-07-31 09:18:52.673802496,2025-07-31 09:18:54.166988800,43.68285481313072,43.682934184377196,10.435060631966453,10.434838006717419,13.152000163504093
2025-07-31 09:18:54.166988800,2025-07-31 09:18:55.610152192,43.682934184377196,43.6830145752968,10.434838006717419,10.434616076140216,13.72187892478177
2025-07-31 09:18:55.610152192,2025-07-31 09:18:57.004140544,43.6830145752968,43.68309523462844,10.434616076140216,10.434394330618868,14.18964124103526
2025-07-31 09:18:57.004140544,2025-07-31 09:18:58.392253440,43.68309523462844,43.6831738943645,10.434394330618868,10.43417122653057,14.40965884692469
