Start,End,Latitude_inizio,Latitude_fine,Longitude_inizio,Longitude_fine,Velocità
2025-07-31 09:27:59,2025-07-31 09:28:01.989136896,43.71491,43.71489507241995,10.416836666666669,10.416589365317623,7.68428407361399
2025-07-31 09:28:01.989136896,2025-07-31 09:28:04.229532928,43.71489507241995,43.71487898878396,10.416589365317623,10.416342209956916,8.620016217104277
2025-07-31 09:28:04.229532928,2025-07-31 09:28:06.065554432,43.71487898878396,43.71485745927528,10.416342209956916,10.416095822390472,10.394636352212187
2025-07-31 09:28:06.065554432,2025-07-31 09:28:07.842847744,43.71485745927528,43.714833762028526,10.416095822390472,10.41584981079235,11.19421583384525
2025-07-31 09:28:07.842847744,2025-07-31 09:28:09.871222784,43.714833762028526,43.71480838369589,10.41584981079235,10.415604165491082,10.163761125098297
2025-07-31 09:28:09.871222784,2025-07-31 09:28:12.479179776,43.71480838369589,43.71477274290191,10.415604165491082,10.415361005781106,8.238622066947537
2025-07-31 09:28:12.479179776,2025-07-31 09:28:15.177789440,43.71477274290191,43.7147423331585,10.415361005781106,10.41511644333712,7.419973818272048
2025-07-31 09:28:15.177789440,2025-07-31 09:28:17.667821824,43.7147423331585,43.71470664934011,10.41511644333712,10.414873217822915,7.854566369692401
2025-07-31 09:28:17.667821824,2025-07-31 09:28:20.051414272,43.71470664934011,43.714672733499924,10.414873217822915,10.41462951580887,8.322114569530171
2025-07-31 09:28:20.051414272,2025-07-31 09:28:22.314738176,43.714672733499924,43.71464080349206,10.41462951580887,10.414385378809527,8.707506807646004
2025-07-31 09:28:22.314738176,2025-07-31 09:28:24.608496896,43.71464080349206,43.714607900870426,10.414385378809527,10.414141469489902,8.717422037581096
2025-07-31 09:28:24.608496896,2025-07-31 09:28:27.181714688,43.714607900870426,43.71458469714225,10.414141469489902,10.413895462827965,7.8772795564888
