Start,End,Latitude_inizio,Latitude_fine,Longitude_inizio,Longitude_fine,Velocità
2025-07-31 09:25:59,2025-07-31 09:26:01.676275456,43.711686666666665,43.7118627827375,10.420805,10.420856271258334,6.87166991796806
2025-07-31 09:26:01.676275456,2025-07-31 09:26:04.858352384,43.7118627827375,43.7120400705492,10.420856271258334,10.42089858352272,6.65246933445535
2025-07-31 09:26:04.858352384,2025-07-31 09:26:07.276317696,43.7120400705492,43.71221958350564,10.42089858352272,10.420915811430717,7.837056742548317
2025-07-31 09:26:07.276317696,2025-07-31 09:26:09.011142144,43.71221958350564,43.712397985161566,10.420915811430717,10.420948667599644,10.708414917840255
2025-07-31 09:26:09.011142144,2025-07-31 09:26:10.481008128,43.712397985161566,43.712575126019814,10.420948667599644,10.420992763578088,12.947390359058348
2025-07-31 09:26:10.481008128,2025-07-31 09:26:11.896640768,43.712575126019814,43.71275208009807,10.420992763578088,10.421038221359487,13.929767833972306
2025-07-31 09:26:11.896640768,2025-07-31 09:26:13.356987136,43.71275208009807,43.71292891013581,10.421038221359487,10.421084637923666,13.883828197966661
2025-07-31 09:26:13.356987136,2025-07-31 09:26:14.851888896,43.71292891013581,43.713105806861016,10.421084637923666,10.42113055666899,13.49934270940103
2025-07-31 09:26:14.851888896,2025-07-31 09:26:16.373091328,43.713105806861016,43.713282905508756,10.42113055666899,10.42117494910348,13.23611482516792
2025-07-31 09:26:16.373091328,2025-07-31 09:26:17.955288832,43.713282905508756,43.71346008177735,10.42117494910348,10.421218733185075,12.778539226998538
2025-07-31 09:26:17.955288832,2025-07-31 09:26:19.611550464,43.71346008177735,43.71363754613155,10.421218733185075,10.42126028876148,12.218672437023098
2025-07-31 09:26:19.611550464,2025-07-31 09:26:21.337784320,43.71363754613155,43.71381488212198,10.42126028876148,10.421302881633464,11.722271149138125
2025-07-31 09:26:21.337784320,2025-07-31 09:26:23.169006592,43.71381488212198,43.71399244061733,10.421302881633464,10.421343661809976,11.141693556450974
2025-07-31 09:26:23.169006592,2025-07-31 09:26:25.095045632,43.71399244061733,43.7141699039641,10.421343661809976,10.421385234248122,10.549377424867462
2025-07-31 09:26:25.095045632,2025-07-31 09:26:27.217430272,43.7141699039641,43.71434703203241,10.421385234248122,10.421429348604018,9.717414151168299
